label	content	text2
0	Varèse Sarabande is an American record label distributed by Universal Music Group which specializes in film scores and original cast recordings. It aims to reissue rare or unavailable albums as well as newer releases by artists no longer under a contract. The label's name was derived from combining French-born composer Edgard Varèse's last name with the musical term sarabande a slow Spanish dance.	
2	Billy Van is an American DJ and music producer from Bloomington Indiana where he studied recording arts at Indiana University. The Billy Van MashUps! was Billy Van's introduction as a mixer and producer. These tracks consisted of taking pop hits and reconstituting them together harmonically and lyrically with new vocals and his own production.Billy Van released an EP featuring remixes of LMFAO Breathe Carolina Chris Brown Lights and Eiffel 65 entitled The Cardigan EP.	
5	The Hannover Bridge is one of the largest container vessels in the world. It is registered in Panama but has a Japanese ship-owner and German name.The ship carries containers which is the fastest developing sector in cargo shipping. Hannover Bridge was built in 2006 in the ship-yard of IHI Marine United in Kure Hiroshima Japan. The ship can carry 8212 TEUs according to company requirements but IMO claims that the vessel's capacity is larger than ten thousand.	
6	Holy Trinity Church (Armenian: Սուրբ Երրորդություն Եկեղեցի) is an Armenian Apostolic Church constructed in 2003 in the Malatia-Sebastia District of Yerevan Armenia. It is modeled after the 7th century Zvartnots Cathedral.The construction works of the church planned to be built on the South-Western District of Yerevan started in March 2001. The Church was built according to the project of architect Baghdasar Arzoumanian with the sponsorship of American Armenian national benefactor Mrs.	
12	National Lampoon's Attack of the 5 Ft. 2 In. Women is a 1994 Showtime television movie that parodies two sensational news stories from the 1990s: The Tonya Harding-Nancy Kerrigan incident and the John and Lorena Bobbitt incident. The movie is presented as a double feature with Julie Brown starring in both segments. The title is a takeoff of Attack of the 50 Foot Woman.	
12	Sandmann – Historien om en sosialistisk supermann (Sandmann - The history of a socialistic superman) is a Norwegian 52 minute long documentary by Jannicke Systad Jacobsen from 2005. The documentary looks back on the rise and fall of the East-German socialism through the tales of Sandmann of Sandmännchen.	
7	Nainital Lake a natural freshwater body situated amidst the township of Nainital in Uttarakhand State of India tectonic in origin is kidney shaped or crescent shaped and has an outfall at the southeastern end.Nainital Lake in the Nainital district called the Lake District of India is one of the four Lakes of Kumaon hills; the other three lakes are the Sattal Lake the Bhimtal Lake and the Naukuchiyatal Lake.	
6	Hohenstaufen Castle (German: Burg Hohenstaufen) is a ruin lying above the Hohenstaufen locality today part of Göppingen in Baden-Württemberg Germany. The hill castle was seat of the now-defunct House of Hohenstaufen.Hohenstaufen Castle can be found on Hohenstaufen Mountain 684 m (2244 ft) above sea level. The word Stauf means drinking vessel (beaker or cup) and refers to the conical shape of the mountain.	
6	Galleria Ataköy the first modern shopping mall in Turkey is situated in the western suburb of Ataköy Istanbul. It was built following the recommendation of then Prime Minister Turgut Özal who was inspired by the shopping mall Houston Galleria in Houston Texas USA. Galleria Ataköy was opened in 1988 by Turgut Özal.	
7	Dduallt (English: Black hill) (pronounced [ðɨ.æɬt]) is a mountain in central Snowdonia North Wales. It is the sister peak of Rhobell Fawr.It lies north of the A494 between Dolgellau and Llanuwchllyn. Its eastern slopes are the source of the River Dee.	
0	Probitas Partners is a global investment bank focused on raising capital as a placement agent for private equity fund sponsors as well as providing portfolio management and liquidity solutions through the private equity secondary market for investors in private equity. The firm operates through three primary businesses: fund placement portfolio management and secondary advisory.	
4	Garry Mauro (born February 21 1948) is an American politician. He was the four-term commissioner of the Texas General Land Office from 1983 to 1999 during the administrations of Governors Mark White Bill Clements Ann Richards and George W. Bush and for losing the 1998 Texas gubernatorial election to Bush who at that time was the incumbent governor seeking re-election. He is a member of the Democratic Party.Mauro a native of Bryan Texas attended Waco Texas Reicher Catholic High School.	
5	USNS Private Leonard C. Brostrom (T-AK–255) was a cargo ship for the United States Navy that was converted into a heavy lift cargo ship in the early 1950s. She was built in 1943 for the United States Maritime Commission as SS Marine Eagle a Type C4-S-B1 tank carrier by Sun Shipbuilding during World War II. In 1948 she was transferred to the United States Army as USAT Private Leonard C. Brostrom after Leonard C. Brostrom a recipient of the Medal of Honor.	
8	Rijan (Persian: ريجن‎ also Romanized as Rījan; also known as Mazra’eh-ye Rījan and Rīg Jān) is a village in Kavirat Rural District Kavirat District Aran va Bidgol County Isfahan Province Iran. At the 2006 census its population was 616 in 167 families.	
6	The Bremer County Court House in Waverly Iowa United States was built in 1937. It was listed on the National Register of Historic Places in 2003 as a part of the PWA-Era County Courthouses of IA Multiple Properties Submission. The courthouse is the fourth building the county has used for court functions and county administration.	
13	Varsity is the oldest of Cambridge University's main student newspapers. It has been published continuously since 1947 and is one of only three fully independent student newspapers in the UK. It is published every other Friday during the University of Cambridge's term time having moved from being a weekly to fortnightly publication in Michaelmas 2012.	
3	Erika Villaécija (born 2 June 1984 in Barcelona Spain) is a two-time Olympic swimmer from Spain. She swam at the 2004 and 2008 Olympics. She has also qualified for Spain's 2012 Olympic team.As of June 2009 she holds the Spanish Records in the long course 400 800 and 1500 freestyles.	
1	The Vail Academy and High School is a school located in the University of Arizona Science and Technology Park. It was founded in 1997 to accommodate the fast growing community surrounding Vail. It previously served just high school students but since then it has become a K-12 school. The school mascot is the Boxer. Students must complete a senior exit project in order to graduate as this is a requirement in the Vail Unified School District.	
